order_id,supplier_id,supplier_rating,supplier_lead_time,order_date,promised_delivery_date,actual_delivery_date,shipment_mode,shipping_distance_km,order_quantity,unit_price,total_order_value,weather_condition,region,previous_on_time_rate,carrier_name_DHL,carrier_name_Delhivery,carrier_name_EcomExpress,carrier_name_FedEx,holiday_period_Yes,delayed_reason_code_Operational,delayed_reason_code_Traffic,delayed_reason_code_Weather,delayed_reason_code_nan,cost_to_distance_ratio
9255,4800,0.56,0.25,2024-03-24,2024-03-28,2024-03-29,Air,0.5630872483221476,0.24242424242424243,0.5622810598946638,0.1426990679627137,Clear,Central,0.7066666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.09129309199847291
1562,8401,0.44000000000000017,0.25,2024-02-14,2024-02-18,2024-02-22,Sea,0.7140939597315435,0.6161616161616162,0.5821765402359858,0.3663724741404583,Rainy,North,0.5533333333333328,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.21374118499188835
1671,4174,0.4800000000000002,0.375,2024-03-06,2024-03-11,2024-03-12,Air,0.09060402684563758,0.9191919191919193,0.1102212877148573,0.11776155305484999,Clear,West,0.9300000000000002,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.10797828557029322
6088,1047,0.6800000000000002,0.75,2024-07-16,2024-07-24,2024-07-26,Sea,0.5241610738255034,0.060606060606060615,0.08574286530845547,0.0070440926664296424,Clear,West,0.08999999999999986,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.004621619582994349
6670,9543,0.9600000000000002,0.5,2024-11-09,2024-11-15,2024-11-14,Air,0.4087248322147651,0.6969696969696971,0.5838974400849222,0.4148610538530973,Clear,West,0.12666666666666648,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.29449403060558127
5934,4507,0.44000000000000017,0.875,2024-06-05,2024-06-14,2024-06-13,Sea,0.7812080536912751,0.6060606060606062,0.3404258359531295,0.2157720906925278,Storm,East,0.09666666666666668,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1211380614664154
8830,6710,0.20000000000000018,0.875,2024-10-20,2024-10-29,2024-11-02,Sea,0.2295302013422819,0.8989898989898991,0.36761115420732454,0.3424785121965528,Clear,West,0.9466666666666668,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.278544204788681
7946,6499,0.4800000000000002,0.0,2024-07-18,2024-07-20,2024-07-23,Sea,0.7624161073825503,0.12121212121212123,0.3335544849548851,0.0449077681804634,Clear,Central,0.8066666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.025480797634764078
3509,9817,0.6000000000000001,0.125,2024-01-08,2024-01-11,2024-01-14,Air,0.274496644295302,0.9494949494949496,0.8730882292900011,0.8326669972659761,Clear,Central,0.33000000000000007,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6533300821096917
2003,8241,0.8399999999999999,0.5,2024-06-09,2024-06-15,2024-06-17,Air,0.15100671140939598,0.5252525252525253,0.8093781896868493,0.4312985853149613,Rainy,West,0.2866666666666662,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.374714222810083
5867,2602,0.15999999999999992,0.875,2024-02-17,2024-02-26,2024-02-25,Sea,0.5651006711409395,0.08080808080808081,0.2958886212387213,0.0276857793966849,Rainy,West,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.017689455961003648
169,3169,0.15999999999999992,0.375,2024-09-08,2024-09-13,2024-09-18,Road,0.6463087248322147,0.11111111111111112,0.29358796390805536,0.036728229321434804,Cloudy,West,0.8766666666666665,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.02230944218872314
2589,9489,0.4800000000000002,0.0,2024-04-26,2024-04-28,2024-05-03,Sea,0.03355704697986577,0.30303030303030304,0.32925529743191934,0.10613209243024722,Cloudy,West,0.2566666666666664,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.102686245273421
5906,7597,0.6800000000000002,0.0,2024-09-15,2024-09-17,2024-09-19,Sea,0.6295302013422819,0.1717171717171717,0.26183807618503246,0.04961222880156108,Clear,North,0.5966666666666667,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.030445725253017305
9530,2074,0.44000000000000017,0.5,2024-11-06,2024-11-12,2024-11-13,Road,0.10268456375838925,0.6969696969696971,0.5508757604213449,0.3921817729780991,Rainy,East,0.6466666666666665,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.35566088967581716
6385,1424,0.15999999999999992,0.375,2024-03-07,2024-03-12,2024-03-12,Air,0.9798657718120805,0.060606060606060615,0.1961192993916629,0.014624743245251832,Clear,North,0.7633333333333332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00738673472387296
7825,6678,0.32000000000000006,0.25,2024-10-16,2024-10-20,2024-10-24,Sea,0.14697986577181207,0.5555555555555557,0.44131588617155926,0.253498026508793,Storm,West,0.5633333333333335,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.22101349297723907
9780,6304,0.28000000000000025,1.0,2024-11-13,2024-11-23,2024-11-22,Road,0.8442953020134227,0.42424242424242425,0.866957906340587,0.37416591322431086,Rainy,West,0.033333333333333215,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2028774420321045
4630,2800,0.9199999999999999,0.25,2024-07-24,2024-07-28,2024-08-02,Air,0.4798657718120805,0.686868686868687,0.5920609970195566,0.41445746872731026,Rainy,North,0.16333333333333355,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28006423056856794
8561,2377,0.2400000000000002,0.25,2024-06-03,2024-06-07,2024-06-11,Road,0.6302013422818792,0.6363636363636365,0.1168374637651574,0.08599822194213615,Rainy,West,0.40666666666666673,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.052753129145237894
9292,1265,0.3600000000000001,0.125,2024-02-21,2024-02-24,2024-02-29,Sea,0.3006711409395973,0.98989898989899,0.8923365859633363,0.8864338895817936,Storm,Central,0.03666666666666618,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6815203795030302
6875,2275,0.11999999999999988,0.625,2024-10-01,2024-10-08,2024-10-13,Sea,0.9060402684563758,0.686868686868687,0.4624178336667619,0.32669056251134015,Storm,West,0.5066666666666664,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.17139751343024537
6522,9504,0.8800000000000001,0.375,2024-06-22,2024-06-27,2024-06-27,Air,0.3402684563758389,0.18181818181818182,0.499491691503695,0.09668527624720873,Clear,West,0.9499999999999997,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07213873891253932
8980,7079,0.3600000000000001,0.0,2024-04-05,2024-04-07,2024-04-12,Sea,0.27114093959731544,0.7979797979797981,0.25359898746580656,0.21490735698430297,Clear,West,0.75,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.16906650575850657
6648,4840,0.28000000000000025,0.5,2024-04-05,2024-04-11,2024-04-15,Road,0.01610738255033557,0.98989898989899,0.9806454905483198,0.972211071055037,Clear,West,0.6966666666666668,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9567995349220643
9826,3492,0.9199999999999999,0.75,2024-07-13,2024-07-21,2024-07-24,Sea,0.7791946308724832,0.8282828282828284,0.6887253501000286,0.5773203105326165,Storm,South,0.05999999999999961,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.32448406740611035
211,3371,0.15999999999999992,0.25,2024-09-20,2024-09-24,2024-09-23,Road,0.7161073825503356,0.9191919191919193,0.7983158453435675,0.7388708497353633,Cloudy,East,0.05666666666666664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43055047559862786
5279,6263,0.28000000000000025,0.375,2024-01-02,2024-01-07,2024-01-10,Air,0.7382550335570469,0.8787878787878789,0.05304780957824684,0.0632665451024204,Rainy,North,0.73,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.03639658386201019
1920,3975,0.11999999999999988,0.0,2024-07-20,2024-07-22,2024-07-24,Air,0.6268456375838926,0.07070707070707072,0.9851488180296412,0.07868233522325338,Rainy,North,0.5233333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04836496678327044
719,7933,0.040000000000000036,1.0,2024-09-08,2024-09-18,2024-09-18,Air,0.10738255033557045,0.9494949494949496,0.5083044135058997,0.49265734447116116,Storm,West,0.7366666666666664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.444884511067897
4869,5339,0.8,0.375,2024-10-12,2024-10-17,2024-10-22,Sea,0.8389261744966443,0.9090909090909092,0.2538807006083371,0.24474359415768165,Clear,North,0.3099999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13309049463319184
7835,9055,0.040000000000000036,0.75,2024-07-26,2024-08-03,2024-08-06,Air,0.019463087248322145,0.6565656565656567,0.6158045155758788,0.4118017383963618,Rainy,South,0.4033333333333329,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40393982239011134
1299,8865,0.8800000000000001,0.5,2024-07-14,2024-07-20,2024-07-19,Road,0.46442953020134226,0.8383838383838385,0.6520352753848039,0.5540405590833702,Clear,West,0.29000000000000004,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3783320041403399
9194,1494,0.08000000000000007,0.625,2024-01-28,2024-02-04,2024-02-07,Road,0.1912751677852349,0.8888888888888891,0.9309067896950148,0.8305495874028084,Clear,South,0.31333333333333346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6971937381578505
4618,2603,0.32000000000000006,0.375,2024-06-15,2024-06-20,2024-06-24,Road,0.23758389261744967,0.6060606060606062,0.4496060098803739,0.28111608772630736,Storm,West,0.33666666666666645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22714911643828525
3129,4346,0.4800000000000002,0.875,2024-01-28,2024-02-06,2024-02-09,Air,0.3308724832214765,0.8080808080808082,0.5288572245131262,0.43635159126404643,Clear,West,0.6333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.32786882046567284
9796,3789,0.9600000000000002,0.5,2024-03-18,2024-03-24,2024-03-24,Sea,0.8080536912751678,0.20202020202020202,0.8810660188625322,0.18550897462158586,Clear,North,0.029999999999999805,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.10260147445663063
3980,3745,0.9600000000000002,0.375,2024-11-07,2024-11-12,2024-11-15,Air,0.8530201342281879,0.9292929292929294,0.5827338423222962,0.5501943227329847,Cloudy,East,0.9733333333333332,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2969176171213862
